id,username,message,created_at
9b25164b-7812-4372-bfe9-2e2fddf29cd6,Ramin,Hey guys! Please predict,2026-05-29T02:25:03.009054+00:00
7181b226-4785-4928-b7ed-0986c8db1c4f,Ramin,Hey guys please predict,2026-05-29T02:25:21.462627+00:00
1f1f3fa5-8193-43d1-909d-617ccb098ba4,Ramin,Testing,2026-05-29T02:27:20.886901+00:00
17c9fa15-7e9e-45cf-b5ce-a203eb0629b3,⚡,💔 Ramin reacted to Mexico vs South Korea,2026-05-29T02:35:12.500102+00:00
5f81eab3-4d2b-4718-b77f-c8a39a7dffcd,⚡,💔 Ramin reacted to Mexico vs South Korea,2026-05-29T02:35:17.761225+00:00
37123190-1f02-4b40-8806-38d2be6b0074,⚡,😱 Ramin reacted to Mexico vs South Korea,2026-05-29T02:41:47.354029+00:00
89fddd7d-8f7d-4353-95b7-d78d8c26c7a9,⚡,💔 Ramin reacted to Mexico vs South Korea,2026-05-29T03:07:12.44312+00:00
